,expt_id,Group,group_id,invRT,Trial,participant_id,response_correct,response_name,response_rt,stimuli_presented,trial_template,trial_duration,PartBlocks,AllBlocks,Pattern,trial_num,PB,Final,Part,Correct
1,DF_1,DisFirst_reg,,-0.01567299855808413,,J_M,(any response),,63804,Practice_Instructions,DF_1,64169,,,,,,,,(any response)
2,DF_1,DisFirst_reg,,-0.30721966205837176,,J_M,(based on tag),,3255,"Practice (1, bumblebee.wav)",DF_1,67838,,,,,b,,,(based on tag)
3,DF_1,DisFirst_reg,,-0.6116207951070336,,J_M,(based on tag),,1635,"Practice (2, canopy.wav)",DF_1,70078,,,,,p,,,(based on tag)
4,DF_1,DisFirst_reg,,-0.8210180623973727,,J_M,(based on tag),,1218,"Practice (3, cob.wav)",DF_1,71897,,,,,b,,,(based on tag)
5,DF_1,DisFirst_reg,,-0.35958288385472853,,J_M,(based on tag),,2781,"Practice (4, copy.wav)",DF_1,75277,,,,,p,,,(based on tag)
6,DF_1,DisFirst_reg,,-1.0626992561105206,,J_M,(based on tag),,941,"Practice (5, crab.wav)",DF_1,76816,,,,,b,,,(based on tag)
7,DF_1,DisFirst_reg,,-0.547945205479452,,J_M,(based on tag),,1825,"Practice (6, crimp.wav)",DF_1,79246,,,,,p,,,(based on tag)
8,DF_1,DisFirst_reg,,-0.8802816901408451,,J_M,(based on tag),,1136,"Practice (7, flop.wav)",DF_1,80986,,,,,p,,,(based on tag)
9,DF_1,DisFirst_reg,,-0.931098696461825,,J_M,(based on tag),,1074,"Practice (8, grab.wav)",DF_1,82665,,,,,b,,,(based on tag)
10,DF_1,DisFirst_reg,,-1.0341261633919339,,J_M,(based on tag),,967,"Practice (9, grub.wav)",DF_1,84235,,,,,b,,,(based on tag)
11,DF_1,DisFirst_reg,,-1.218026796589525,,J_M,(based on tag),,821,"Practice (10, hippie.wav)",DF_1,85655,,,,,p,,,(based on tag)
12,DF_1,DisFirst_reg,,-0.6024096385542169,,J_M,(based on tag),,1660,"Practice (11, lobe.wav)",DF_1,87914,,,,,b,,,(based on tag)
13,DF_1,DisFirst_reg,,-0.8097165991902834,,J_M,(based on tag),,1235,"Practice (12, maybe.wav)",DF_1,89754,,,,,b,,,(based on tag)
14,DF_1,DisFirst_reg,,-0.8613264427217916,,J_M,(based on tag),,1161,"Practice (13, placebo.wav)",DF_1,91514,,,,,b,,,(based on tag)
15,DF_1,DisFirst_reg,,-0.9267840593141798,,J_M,(based on tag),,1079,"Practice (14, pope.wav)",DF_1,93193,,,,,p,,,(based on tag)
16,DF_1,DisFirst_reg,,-0.7874015748031497,,J_M,(based on tag),,1270,"Practice (15, ripe.wav)",DF_1,95063,,,,,p,,,(based on tag)
17,DF_1,DisFirst_reg,,-0.9017132551848512,,J_M,(based on tag),,1109,"Practice (16, scuba.wav)",DF_1,96773,,,,,b,,,(based on tag)
18,DF_1,DisFirst_reg,,-1.044932079414838,,J_M,(based on tag),,957,"Practice (17, shape.wav)",DF_1,98332,,,,,p,,,(based on tag)
19,DF_1,DisFirst_reg,,-1.2376237623762376,,J_M,(based on tag),,808,"Practice (18, toupee.wav)",DF_1,99742,,,,,p,,,(based on tag)
20,DF_1,DisFirst_reg,,-1.408450704225352,,J_M,(based on tag),,710,"Practice (19, typo.wav)",DF_1,101052,,,,,p,,,(based on tag)
21,DF_1,DisFirst_reg,,-1.050420168067227,,J_M,(based on tag),,952,"Practice (20, wallaby.wav)",DF_1,102602,,,,,b,,,(based on tag)
22,DF_1,DisFirst_reg,,-0.019904062419139747,,J_M,(any response),,50241,Instructions,DF_1,153382,,,,,,,,(any response)
23,DF_1,DisFirst_reg,,-0.07589556769884638,,J_M,(based on tag),,13176,"dispref (8, bugipe.wav)",DF_1,166950,,,,,p,,,(based on tag)
24,DF_1,DisFirst_reg,,-0.25621316935690497,,J_M,(based on tag),,3903,"dispref (15, dokub.wav)",DF_1,171009,,,,,b,,,(based on tag)
25,DF_1,DisFirst_reg,,-0.44385264092321347,,J_M,(based on tag),,2253,"dispref (27, tekub.wav)",DF_1,173419,,,,,b,,,(based on tag)
26,DF_1,DisFirst_reg,,-0.44385264092321347,,J_M,(based on tag),,2253,"dispref (13, dogib.wav)",DF_1,175828,,,,,b,,,(based on tag)
27,DF_1,DisFirst_reg,,-0.397456279809221,,J_M,(based on tag),,2516,"dispref (19, gutob.wav)",DF_1,178498,,,,,b,,,(based on tag)
28,DF_1,DisFirst_reg,,-0.5743825387708213,,J_M,(based on tag),,1741,"dispref (22, pidope.wav)",DF_1,180397,,,,,p,,,(based on tag)
29,DF_1,DisFirst_reg,,-0.5966587112171837,,J_M,(based on tag),,1676,"dispref (3, bikub.wav)",DF_1,182227,,,,,b,,,(based on tag)
30,DF_1,DisFirst_reg,,-0.5063291139240507,,J_M,(based on tag),,1975,"dispref (7, bugib.wav)",DF_1,184357,,,,,b,,,(based on tag)
31,DF_1,DisFirst_reg,,-0.6385696040868455,,J_M,(based on tag),,1566,"dispref (20, gutope.wav)",DF_1,186076,,,,,p,,,(based on tag)
32,DF_1,DisFirst_reg,,-0.6997900629811057,,J_M,(based on tag),,1429,"dispref (16, dokupe.wav)",DF_1,187666,,,,,p,,,(based on tag)
33,DF_1,DisFirst_reg,,-0.8210180623973727,,J_M,(based on tag),,1218,"dispref (9, degob.wav)",DF_1,189046,,,,,b,,,(based on tag)
34,DF_1,DisFirst_reg,,-0.7733952049497294,,J_M,(based on tag),,1293,"dispref (17, goteb.wav)",DF_1,190496,,,,,b,,,(based on tag)
35,DF_1,DisFirst_reg,,-0.7283321194464676,,J_M,(based on tag),,1373,"dispref (2, bidope.wav)",DF_1,192025,,,,,p,,,(based on tag)
36,DF_1,DisFirst_reg,,-0.727802037845706,,J_M,(based on tag),,1374,"dispref (4, bikupe.wav)",DF_1,193555,,,,,p,,,(based on tag)
37,DF_1,DisFirst_reg,,-0.5941770647653001,,J_M,(based on tag),,1683,"dispref (23, pigeb.wav)",DF_1,195395,,,,,b,,,(based on tag)
38,DF_1,DisFirst_reg,,-0.5099439061703213,,J_M,(based on tag),,1961,"dispref (25, potib.wav)",DF_1,197535,,,,,b,,,(based on tag)
39,DF_1,DisFirst_reg,,-0.5055611729019212,,J_M,(based on tag),,1978,"dispref (12, dikepe.wav)",DF_1,199714,,,,,p,,,(based on tag)
40,DF_1,DisFirst_reg,,-0.6261740763932373,,J_M,(based on tag),,1597,"dispref (30, todipe.wav)",DF_1,201464,,,,,p,,,(based on tag)
41,DF_1,DisFirst_reg,,-0.7122507122507122,,J_M,(based on tag),,1404,"dispref (29, todib.wav)",DF_1,203023,,,,,b,,,(based on tag)
42,DF_1,DisFirst_reg,,-0.7189072609633357,,J_M,(based on tag),,1391,"dispref (24, pigepe.wav)",DF_1,204583,,,,,p,,,(based on tag)
43,DF_1,DisFirst_reg,,-0.6868131868131868,,J_M,(based on tag),,1456,"dispref (26, potipe.wav)",DF_1,206193,,,,,p,,,(based on tag)
44,DF_1,DisFirst_reg,,-0.4357298474945534,,J_M,(based on tag),,2295,"dispref (6, bogepe.wav)",DF_1,208642,,,,,p,,,(based on tag)
45,DF_1,DisFirst_reg,,-0.4142502071251036,,J_M,(based on tag),,2414,"dispref (11, dikeb.wav)",DF_1,211212,,,,,b,,,(based on tag)
46,DF_1,DisFirst_reg,,-0.3397893306150187,,J_M,(based on tag),,2943,"dispref (1, bidob.wav)",DF_1,214352,,,,,b,,,(based on tag)
47,DF_1,DisFirst_reg,,-0.8210180623973727,,J_M,(based on tag),,1218,"dispref (32, todupe.wav)",DF_1,215751,,,,,p,,,(based on tag)
48,DF_1,DisFirst_reg,,-0.6246096189881324,,J_M,(based on tag),,1601,"dispref (5, bogeb.wav)",DF_1,217521,,,,,b,,,(based on tag)
49,DF_1,DisFirst_reg,,-0.382262996941896,,J_M,(based on tag),,2616,"dispref (14, dogipe.wav)",DF_1,220290,,,,,p,,,(based on tag)
50,DF_1,DisFirst_reg,,-0.5411255411255411,,J_M,(based on tag),,1848,"dispref (10, degope.wav)",DF_1,222301,,,,,p,,,(based on tag)
51,DF_1,DisFirst_reg,,-0.7704160246533128,,J_M,(based on tag),,1298,"dispref (31, todub.wav)",DF_1,223760,,,,,b,,,(based on tag)
52,DF_1,DisFirst_reg,,-0.48053820278712156,,J_M,(based on tag),,2081,"dispref (21, pidob.wav)",DF_1,225990,,,,,b,,,(based on tag)
53,DF_1,DisFirst_reg,,-0.7955449482895783,,J_M,(based on tag),,1257,"dispref (28, tekupe.wav)",DF_1,227449,,,,,p,,,(based on tag)
54,DF_1,DisFirst_reg,,-0.7052186177715092,,J_M,(based on tag),,1418,"dispref (18, gotepe.wav)",DF_1,229039,,,,,p,,,(based on tag)
55,DF_1,DisFirst_reg,,-0.3137747097583935,,J_M,(any response),,3187,Please take a b...,DF_1,230808,,,,,,,,(any response)
56,DF_1,DisFirst_reg,,-0.4972650422675286,,J_M,(based on tag),,2011,"dispref (11, dikeb.wav)",DF_1,233098,,,,,b,,,(based on tag)
57,DF_1,DisFirst_reg,,-0.5485463521667581,,J_M,(based on tag),,1823,"dispref (21, pidob.wav)",DF_1,235069,,,,,b,,,(based on tag)
58,DF_1,DisFirst_reg,,-0.4734848484848485,,J_M,(based on tag),,2112,"dispref (31, todub.wav)",DF_1,237357,,,,,b,,,(based on tag)
59,DF_1,DisFirst_reg,,-0.8710801393728222,,J_M,(based on tag),,1148,"dispref (32, todupe.wav)",DF_1,238647,,,,,p,,,(based on tag)
60,DF_1,DisFirst_reg,,-0.9372071227741331,,J_M,(based on tag),,1067,"dispref (28, tekupe.wav)",DF_1,239947,,,,,p,,,(based on tag)
61,DF_1,DisFirst_reg,,-0.9302325581395349,,J_M,(based on tag),,1075,"dispref (9, degob.wav)",DF_1,241347,,,,,b,,,(based on tag)
62,DF_1,DisFirst_reg,,-0.8688097306689835,,J_M,(based on tag),,1151,"dispref (19, gutob.wav)",DF_1,242697,,,,,b,,,(based on tag)
63,DF_1,DisFirst_reg,,-0.7440476190476191,,J_M,(based on tag),,1344,"dispref (14, dogipe.wav)",DF_1,244196,,,,,p,,,(based on tag)
64,DF_1,DisFirst_reg,,-0.831946755407654,,J_M,(based on tag),,1202,"dispref (27, tekub.wav)",DF_1,245546,,,,,b,,,(based on tag)
65,DF_1,DisFirst_reg,,-0.8382229673093042,,J_M,(based on tag),,1193,"dispref (25, potib.wav)",DF_1,246896,,,,,b,,,(based on tag)
66,DF_1,DisFirst_reg,,-0.4180602006688963,,J_M,(based on tag),,2392,"dispref (4, bikupe.wav)",DF_1,249446,,,,,p,,,(based on tag)
67,DF_1,DisFirst_reg,,-0.7898894154818326,,J_M,(based on tag),,1266,"dispref (7, bugib.wav)",DF_1,250905,,,,,b,,,(based on tag)
68,DF_1,DisFirst_reg,,-0.8795074758135444,,J_M,(based on tag),,1137,"dispref (2, bidope.wav)",DF_1,252215,,,,,p,,,(based on tag)
69,DF_1,DisFirst_reg,,-0.9199632014719411,,J_M,(based on tag),,1087,"dispref (8, bugipe.wav)",DF_1,253534,,,,,p,,,(based on tag)
70,DF_1,DisFirst_reg,,-0.8077544426494345,,J_M,(based on tag),,1238,"dispref (12, dikepe.wav)",DF_1,255104,,,,,p,,,(based on tag)
71,DF_1,DisFirst_reg,,-0.9523809523809523,,J_M,(based on tag),,1050,"dispref (29, todib.wav)",DF_1,256304,,,,,b,,,(based on tag)
72,DF_1,DisFirst_reg,,-0.8361204013377926,,J_M,(based on tag),,1196,"dispref (23, pigeb.wav)",DF_1,257654,,,,,b,,,(based on tag)
73,DF_1,DisFirst_reg,,-0.7267441860465116,,J_M,(based on tag),,1376,"dispref (26, potipe.wav)",DF_1,259183,,,,,p,,,(based on tag)
74,DF_1,DisFirst_reg,,-0.7194244604316546,,J_M,(based on tag),,1390,"dispref (24, pigepe.wav)",DF_1,260733,,,,,p,,,(based on tag)
75,DF_1,DisFirst_reg,,-0.693000693000693,,J_M,(based on tag),,1443,"dispref (15, dokub.wav)",DF_1,262323,,,,,b,,,(based on tag)
76,DF_1,DisFirst_reg,,-0.4780114722753346,,J_M,(based on tag),,2092,"dispref (10, degope.wav)",DF_1,264562,,,,,p,,,(based on tag)
77,DF_1,DisFirst_reg,,-0.7662835249042146,,J_M,(based on tag),,1305,"dispref (16, dokupe.wav)",DF_1,266012,,,,,p,,,(based on tag)
78,DF_1,DisFirst_reg,,-0.5899705014749262,,J_M,(based on tag),,1695,"dispref (20, gutope.wav)",DF_1,267852,,,,,p,,,(based on tag)
79,DF_1,DisFirst_reg,,-0.8726003490401396,,J_M,(based on tag),,1146,"dispref (5, bogeb.wav)",DF_1,269141,,,,,b,,,(based on tag)
80,DF_1,DisFirst_reg,,-0.514668039114771,,J_M,(based on tag),,1943,"dispref (3, bikub.wav)",DF_1,271231,,,,,b,,,(based on tag)
81,DF_1,DisFirst_reg,,-0.7776049766718507,,J_M,(based on tag),,1286,"dispref (30, todipe.wav)",DF_1,272661,,,,,p,,,(based on tag)
82,DF_1,DisFirst_reg,,-0.7293946024799417,,J_M,(based on tag),,1371,"dispref (22, pidope.wav)",DF_1,274231,,,,,p,,,(based on tag)
83,DF_1,DisFirst_reg,,-0.8771929824561403,,J_M,(based on tag),,1140,"dispref (13, dogib.wav)",DF_1,275520,,,,,b,,,(based on tag)
84,DF_1,DisFirst_reg,,-0.8090614886731392,,J_M,(based on tag),,1236,"dispref (1, bidob.wav)",DF_1,276920,,,,,b,,,(based on tag)
85,DF_1,DisFirst_reg,,-0.8688097306689835,,J_M,(based on tag),,1151,"dispref (17, goteb.wav)",DF_1,278220,,,,,b,,,(based on tag)
86,DF_1,DisFirst_reg,,-0.6257822277847309,,J_M,(based on tag),,1598,"dispref (6, bogepe.wav)",DF_1,279970,,,,,p,,,(based on tag)
87,DF_1,DisFirst_reg,,-0.700770847932726,,J_M,(based on tag),,1427,"dispref (18, gotepe.wav)",DF_1,281599,,,,,p,,,(based on tag)
88,DF_1,DisFirst_reg,,-0.3835826620636747,,J_M,(any response),,2607,Please take a b...,DF_1,282779,,,,,,,,(any response)
89,DF_1,DisFirst_reg,,-0.4004805766920304,,J_M,(based on tag),,2497,"dispref (12, dikepe.wav)",DF_1,285498,,,,,p,,,(based on tag)
90,DF_1,DisFirst_reg,,-0.9319664492078286,,J_M,(based on tag),,1073,"dispref (24, pigepe.wav)",DF_1,286768,,,,,p,,,(based on tag)
91,DF_1,DisFirst_reg,,-0.7874015748031497,,J_M,(based on tag),,1270,"dispref (20, gutope.wav)",DF_1,288358,,,,,p,,,(based on tag)
92,DF_1,DisFirst_reg,,-0.5194805194805194,,J_M,(based on tag),,1925,"dispref (10, degope.wav)",DF_1,290478,,,,,p,,,(based on tag)
93,DF_1,DisFirst_reg,,-0.7199424046076314,,J_M,(based on tag),,1389,"dispref (30, todipe.wav)",DF_1,292057,,,,,p,,,(based on tag)
94,DF_1,DisFirst_reg,,-1.0245901639344261,,J_M,(based on tag),,976,"dispref (7, bugib.wav)",DF_1,293187,,,,,b,,,(based on tag)
95,DF_1,DisFirst_reg,,-0.8163265306122449,,J_M,(based on tag),,1225,"dispref (25, potib.wav)",DF_1,294577,,,,,b,,,(based on tag)
96,DF_1,DisFirst_reg,,-0.7861635220125787,,J_M,(based on tag),,1272,"dispref (8, bugipe.wav)",DF_1,296056,,,,,p,,,(based on tag)
97,DF_1,DisFirst_reg,,-0.8525149190110827,,J_M,(based on tag),,1173,"dispref (1, bidob.wav)",DF_1,297387,,,,,b,,,(based on tag)
98,DF_1,DisFirst_reg,,-0.819672131147541,,J_M,(based on tag),,1220,"dispref (6, bogepe.wav)",DF_1,298756,,,,,p,,,(based on tag)
99,DF_1,DisFirst_reg,,-0.6978367062107467,,J_M,(based on tag),,1433,"dispref (3, bikub.wav)",DF_1,300346,,,,,b,,,(based on tag)
100,DF_1,DisFirst_reg,,-0.7898894154818326,,J_M,(based on tag),,1266,"dispref (21, pidob.wav)",DF_1,301766,,,,,b,,,(based on tag)
101,DF_1,DisFirst_reg,,-0.7112375533428165,,J_M,(based on tag),,1406,"dispref (31, todub.wav)",DF_1,303335,,,,,b,,,(based on tag)
102,DF_1,DisFirst_reg,,-0.526592943654555,,J_M,(based on tag),,1899,"dispref (5, bogeb.wav)",DF_1,305385,,,,,b,,,(based on tag)
103,DF_1,DisFirst_reg,,-0.7077140835102619,,J_M,(based on tag),,1413,"dispref (9, degob.wav)",DF_1,306955,,,,,b,,,(based on tag)
104,DF_1,DisFirst_reg,,-0.9149130832570905,,J_M,(based on tag),,1093,"dispref (22, pidope.wav)",DF_1,308214,,,,,p,,,(based on tag)
105,DF_1,DisFirst_reg,,-0.6887052341597796,,J_M,(based on tag),,1452,"dispref (16, dokupe.wav)",DF_1,310004,,,,,p,,,(based on tag)
106,DF_1,DisFirst_reg,,-0.6468305304010349,,J_M,(based on tag),,1546,"dispref (28, tekupe.wav)",DF_1,311704,,,,,p,,,(based on tag)
107,DF_1,DisFirst_reg,,-0.38955979742890534,,J_M,(based on tag),,2567,"dispref (13, dogib.wav)",DF_1,314423,,,,,b,,,(based on tag)
108,DF_1,DisFirst_reg,,-0.6157635467980296,,J_M,(based on tag),,1624,"dispref (4, bikupe.wav)",DF_1,316203,,,,,p,,,(based on tag)
109,DF_1,DisFirst_reg,,-0.6273525721455459,,J_M,(based on tag),,1594,"dispref (18, gotepe.wav)",DF_1,317943,,,,,p,,,(based on tag)
110,DF_1,DisFirst_reg,,-0.7027406886858749,,J_M,(based on tag),,1423,"dispref (2, bidope.wav)",DF_1,319512,,,,,p,,,(based on tag)
111,DF_1,DisFirst_reg,,-0.9433962264150944,,J_M,(based on tag),,1060,"dispref (19, gutob.wav)",DF_1,320722,,,,,b,,,(based on tag)
112,DF_1,DisFirst_reg,,-0.702247191011236,,J_M,(based on tag),,1424,"dispref (26, potipe.wav)",DF_1,322292,,,,,p,,,(based on tag)
113,DF_1,DisFirst_reg,,-0.7686395080707148,,J_M,(based on tag),,1301,"dispref (11, dikeb.wav)",DF_1,323742,,,,,b,,,(based on tag)
114,DF_1,DisFirst_reg,,-0.8695652173913043,,J_M,(based on tag),,1150,"dispref (29, todib.wav)",DF_1,325041,,,,,b,,,(based on tag)
115,DF_1,DisFirst_reg,,-0.8312551953449709,,J_M,(based on tag),,1203,"dispref (15, dokub.wav)",DF_1,326401,,,,,b,,,(based on tag)
